	Tectonic_setting	Location_notes	Pluton	Colour	SubGroup	Group	DebonPQ	TASMiddlemostPlut	Villaseca	QANOR	LaRoche	Geol_unit_notes	Rock_type_notes	Ref	Symbol	Size	Size_rel	Age	Latitude	Longitude	SiO2	TiO2	Al2O3	FeOt	MnO	MgO	CaO	K2O	Na2O	P2O5	H2O	H2Ot	H2O.MINUS	LOI	Li	Be	B	Sc	V	Cr	Ni	Cu	Zn	Rb	Sr	Y	Zr	Nb	Cs	Ba	La	Ce	Pr	Nd	Sm	Eu	Gd	Tb	Dy	Ho	Er	Tm	Yb	Lu	Hf	Ta	Pb	Th	U	Co	Mo	W	Ga	Ge	As	In	Sn	Sb	Cd	Ks	Sum_CIPW	Orthoclase	Albite	Anorthite	Quartz	Apatite	Ilmenite	Biotite	Amphibole	Corundum	Rest	sum_meso	P	K	Ti	Cr2O3	A/NK	A/CNK	K2O/Na2O	Q	C	Or	Ab	An	Lc	Ne	Ns	Di	Wo	Hy	Ol	Il	Tn	Pf	Ru	Ap	Sum
ST100	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	granite	h-P	3b granite	granite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				71.72355	0.447909	14.99544	2.512178	0.036973622	0.9021564	1.3373887	5.221732	2.632522	0.1901501														252.1408	80.05742	36.98019	180.29282	14.059484		366.79817	29.40452	56.94033	6.87742	26.0772	5.831358	0.8170377	6.230641	0.9187607	6.722911	1.3265703	3.916974	0.5319909	3.5219791		4.92194			14.58327												0	97.50669597	28.47821716	22.29746134	5.388497217	34.07816258	0.448754236	0.42551355	3.499494231	0	3.035077306	-0.163355805	97.48782182	829.9291265	43347.16385	2685.214455		1.502101016	1.20788164	1.983547336	32.7599091827726	3.03608588582646	30.8589410288376	22.2756672909928	5.39275536230462	0	0	0	0	0	2.24738780108688	0	0.0790947902857465	0	0	0.406459994929576	0.450394631091353	97.5066959681276
OLD04	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	granite	h-P	3b granite	granodiorite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				71.94376	0.4661079	15.0288	2.796372	0.021186723	1.0423868	1.5222661	4.289252	2.690714	0.1991552														231.9915	81.66301	30.34423	179.621	15.598725		245.30966	32.03922	67.13773	7.629186	29.41546	6.037047	0.8923659	6.221378	0.9214341	5.760839	1.0896053	3.101613	0.3992514	2.4028778		5.15862			15.825568												0	97.22282353	22.65454928	22.79034758	6.246530931	37.16089351	0.470006272	0.442802505	3.958040125	0	3.66465589	-0.184197374	97.20362872	869.2327859	35606.36763	2794.316861		1.657098012	1.269626511	1.594094356	35.6306582148784	3.66848771245536	25.3482512173784	22.7680717727017	6.25113889595616	0	0	0	0	0	2.5967197908633	0	0.0453231066333507	0	0	0.442448468587019	0.471724352676779	97.2228235321305
SP01	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	granite	h-P	3b granite	granite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				71.97214	0.5289264	14.59754	2.962112	0.029900323	0.9547482	1.5094508	4.934584	2.364188	0.1464085														281.5616	83.88678	47.83533	257.40296	14.694775		501.71431	48.10093	91.10722	11.209818	41.32169	7.663761	1.1594587	7.5796	1.4519474	9.161782	1.8371023	5.013108	0.8334826	4.4127505		8.269669			26.479531												0	97.05448579	26.62238631	20.02467236	6.528310237	36.49645914	0.34552406	0.50248008	3.718332354	0	2.971810404	-0.172088725	97.03788622	639.0145391	40963.46216	3170.913768		1.581408355	1.218975469	2.08722149	35.0977454835667	2.97285711605645	29.16197856532	20.0050997869562	6.53217363631575	0	0	0	0	0	2.37840074934862	0	0.0639634325563528	0	0	0.49547992125881	0.346787103168173	97.0544857945472
PG01	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	granite	h-P	3b granite	granodiorite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				72.21388	0.4712809	14.38781	3.171619	0.033590217	1.1532641	1.5247923	4.395229	2.462265	0.186273														208.166	77.06795	36.41529	186.06886	15.801286		248.23375	33.78556	66.32508	7.914914	30.45112	6.730985	0.8483954	6.505831	1.0659508	6.853273	1.2582063	3.891203	0.4616962	3.1471705		5.337019			15.760546												0	96.84712213	23.0068573	20.85538455	6.343403222	38.31289908	0.43960428	0.447716855	4.373421241	0	3.250605699	-0.201507707	96.82838452	813.0071358	36486.1145	2825.328996		1.633448125	1.242398704	1.785034917	36.6169275664288	3.2531627265458	25.9745449439452	20.8350000198503	6.34783623919789	0	0	0	0	0	2.8729294275044	0	0.071856935446241	0	0	0.433653040890714	0.441211227957701	96.847122127767
SB03	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	granite	h-P	3b granite	granite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				72.63072	0.4146118	14.34936	2.897715	0.025255539	0.894467	1.2280506	4.709106	2.64657	0.2041489														228.5983	68.55349	32.13834	167.16945	14.931387		276.10397	30.97536	61.77612	7.000454	27.82599	6.204289	0.7255156	5.79837	0.9108873	5.943558	1.0576154	2.642465	0.5628479	2.9275673		4.078831			15.580849												0	97.12181489	25.50069518	22.4164479	4.754527298	37.14045815	0.481791404	0.39388121	3.422934766	0	3.152080245	-0.160526309	97.10228984	891.0282889	39091.70164	2485.597741		1.518258428	1.228112274	1.779324182	35.8326975243828	3.15410688381894	27.8294681443907	22.3945375508059	4.75884561484278	0	0	0	0	0	2.22823251519889	0	0.0540272078499232	0	0	0.386346883746534	0.483552564543514	97.1218148895799
CR05	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	granite	h-P	3b granite	granodiorite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				72.68455	0.3693858	15.13261	2.179916	0.040703673	0.9707826	1.5894784	4.577128	2.264142	0.1913073														211.1254	124.63596	24.06578	169.27332	13.032204		644.00509	29.06878	51.1432	5.91473	21.47811	4.039107	1.0123451	3.966404	0.5065615	3.714585	0.5353283	1.619668	0.2501803	0.8804895		2.988511			7.187166												0	97.83916343	24.55145969	19.17728274	6.631285709	39.11576441	0.451485228	0.35091651	3.692602082	0	4.02022343	-0.170932022	97.82008777	834.9798416	37996.11267	2214.467871		1.743546935	1.308002611	2.021572852	37.6915476609888	4.02143889927619	27.0495159524544	19.1585384249639	6.63586715357184	0	0	0	0	0	2.41834450517383	0	0.0870741979185756	0	0	0.323701034228812	0.453135606074269	97.8391634346506
MP22	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	granite	h-P	3b granite	granite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				73.25005	0.463456	14.24501	2.770277	0.031314593	1.1095804	1.117931	4.660655	2.157575	0.1941505														230.9859	80.86781	33.28622	163.95442	15.578186		336.06789	29.73319	61.26759	6.791914	27.99975	6.453796	0.8480104	5.752217	0.8780838	5.440478	1.2052214	2.996534	0.5317122	3.6766692		4.828713			13.47636												0	97.24892867	24.68346755	18.27466025	4.273795606	40.99871884	0.45819518	0.4402832	4.212088301	0	4.083296591	-0.194783031	97.22972249	847.3892723	38689.49535	2778.41872		1.65749292	1.340458385	2.160135801	39.3688696061896	4.08292824977675	27.5431366069261	18.2567981788428	4.27784150845086	0	0	0	0	0	2.76410770381399	0	0.0669888702334466	0	0	0.428387864332972	0.459870085914769	97.2489286744812
PB01	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	granite	h-P	3b granite	unclassified	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				73.54354	0.5326935	13.72588	3.064633	0.03820113	1.2298642	1.414503	3.97504	2.255989	0.2196565														208.133	77.11793	29.83177	222.98898	15.638989		284.60766	35.55178	72.58519	8.300531	33.05196	7.225422	0.7917895	6.745119	0.932904	5.973915	1.01211	3.294411	0.4525096	3.1511111		6.295536			16.547361												0	96.95607063	20.3058234	19.10822683	5.577799843	42.78273008	0.51838934	0.506058825	4.689673773	0	3.663762266	-0.217097027	96.93536733	958.7127599	32997.99955	3193.497533		1.712722782	1.296611179	1.761994407	40.9710847981182	3.66587362287806	23.4913482628505	19.0895500117908	5.58255976307506	0	0	0	0	0	3.06375014362639	0	0.081720702560018	0	0	0.489899045308813	0.520284282176648	96.9560706323844
BB12	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	granite	f-P	2 alkali feldspar granite	alkali granite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				76.69906	0.1406721	12.92808	1.154082	0.003173054	0.3204784	0.3617281	5.853227	2.39354	0.1459605														261.4452	32.39262	26.10159	67.15418	6.763754		52.18193	10.59772	20.74508	2.690857	10.18292	2.781516	0.3873423	3.139553	0.6156459	4.80122	0.9664095	2.451926	0.3742797	2.5569307		2.560282			8.610439												0	98.86236904	33.76985853	20.2732838	0.83853879	39.98900888	0.34446678	0.133638495	1.207209917	0	2.349564203	-0.059650236	98.84591915	637.0591983	48589.3933	843.3292395		1.258404537	1.18268845	2.445426857	39.5425008557499	2.34648082703396	34.5908956686019	20.2534682284451	0.840996880981316	0	0	0	0	0	0.798352975905109	0	0.0067878673259371	0	0	0.137159773779375	0.345725958342433	98.8623690361651
CB03	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	quartz monzonite	h-P	3a granite	granite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				63.37698	1.2838913	17.10922	5.76404	0.108804344	2.3594999	1.3688623	6.171797	2.137746	0.3191594														382.3992	99.68562	74.91753	433.19186	38.37252		620.21949	69.46035	139.03848	16.475296	64.11692	14.181774	1.200097	13.545242	2.1504163	13.587559	2.7469444	7.687368	1.0653097	7.2772674		12.177549			33.855527												0	94.26208366	30.16409789	18.10670862	4.699956584	25.26951192	0.753216184	1.219696735	9.256422284	0	5.191817497	-0.425467469	94.23596024	1393.003117	51233.93844	7696.928344		1.677798839	1.348634352	2.887058144	21.7779338407042	5.18710361571172	36.4735531553433	18.0890107086097	4.70603596661556	0	0	0	0	0	5.87781818310628	0	0.232756660163243	0	0	1.16190201025795	0.755969522089853	94.2620836626018
BB	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	granodiorite	h-P	2 alkali feldspar granite	granite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				67.99483	1.099778	16.1477	4.692605	0.074023519	2.1942686	0.5943031	4.891897	2.048337	0.2622548														362.1725	92.41197	54.14688	352.93839	31.253298		231.20968	62.84477	126.78822	14.479895	56.48451	12.414954	0.9484455	11.750453	1.8488207	11.379893	1.8653492	5.002709	0.7300288	4.6661346		9.335387			27.978501												0	95.33050237	23.1314818	17.34941439	1.230708749	36.80655188	0.618921328	1.0447891	8.480864003	0	7.03310448	-0.388443706	95.30739202	1144.6373	40609.10457	6593.16911		1.863573475	1.656940313	2.388228597	33.5604794299685	7.03017243569803	28.9097106175016	17.3324566753213	1.2350575100839	0	0	0	0	0	5.4662057310107	0	0.158352749739205	0	0	1.01688346072895	0.621183759030033	95.3305023690822
SB02	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	quartz monzonite	h-P	3a granite	granite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				68.21043	0.805547	15.45269	4.327839	0.018284799	1.3388536	1.302284	5.137013	3.171397	0.2356707														366.8637	96.99882	38.37796	246.1948	20.81293		298.85868	45.29488	90.06461	10.1668	39.33392	8.165429	0.7937	7.171368	1.0418083	5.548079	0.9979267	2.489809	0.3192937	1.8223301		4.741799			14.152121												0	95.69298138	26.78998167	26.86173259	4.916345433	27.9569745	0.556182852	0.76526965	5.200888063	0	2.86792932	-0.243133985	95.6721701	1028.608337	42643.88602	4829.254265		1.433755655	1.175500554	1.619794999	25.98878017793	2.87136514455186	30.3582759956605	26.8354773178164	4.92118986502863	0	0	0	0	0	3.33525677818308	0	0.0391152466026192	0	0	0.785304910817774	0.558215946168532	95.6929813827593
CB07	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	granodiorite	h-P	3b granite	granodiorite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				68.84487	0.5211588	16.35824	3.393888	0.048726233	1.4427202	1.6619882	4.69043	2.845188	0.1927864														217.7058	100.76388	32.2147	213.84144	16.67986		369.3073	40.07423	75.07659	8.702935	32.92433	7.027973	1.1717512	6.867921	1.0399361	6.173751	1.1547144	3.36056	0.4123334	2.9050724		5.994296			16.8275												0	96.6250741	24.03731647	24.09874236	6.981250354	31.30945721	0.454975904	0.49510086	5.44126052	0	4.036346923	-0.248342778	96.60610783	841.4355214	38936.66656	3124.347006		1.676439786	1.280026923	1.648548356	29.183211046755	4.04025493221783	27.7190983317204	24.0751876977002	6.98594063097873	0	0	0	0	0	3.59400185806099	0	0.10423623578316	0	0	0.466504324254867	0.456639042038001	96.6250740995091
BB02D	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	quartz monzonite	h-P	3a granite	granite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				68.99394	0.6654471	15.81692	3.273049	0.052338534	1.2069907	1.0179311	6.424822	2.307168	0.2413981														284.7393	108.52916	43.80641	189.83553	19.189247		704.69787	40.82427	83.87394	9.826919	36.45838	7.91403	1.3219117	7.722472	1.1376697	8.093405	1.6657946	5.378191	0.7646253	5.9740883		5.628441			19.416906												0	96.74850324	34.74147611	19.54171296	3.468456616	29.46268278	0.569699516	0.632174745	4.733011627	0	3.798585233	-0.220844049	96.72695553	1053.606147	53334.37487	3989.355365		1.471338578	1.25522588	2.784722222	27.6926152268897	3.79408133226092	37.96885845899	19.5226124425267	3.47303356167399	0	0	0	0	0	3.00676930874215	0	0.111963750010573	0	0	0.60678713625614	0.571782019550101	96.7485032369002
CR07	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	granodiorite	h-P	3b granite	granodiorite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				69.45897	0.5668783	15.65669	3.533473	0.05525529	1.4601722	1.583985	4.748885	2.726951	0.2087422														225.9334	98.77886	37.25821	226.72434	19.942902		387.14477	41.0476	74.73411	9.029573	34.86244	7.361262	1.1478708	7.401122	1.1377449	6.692987	1.3661463	3.929873	0.5780373	3.2920303		6.31398			17.74935												0	96.48649122	24.30772899	23.09727497	6.489888668	32.5998127	0.492631592	0.538534385	5.547507271	0	3.647054611	-0.253904195	96.46652899	911.0762061	39421.91905	3398.435409		1.626417332	1.251879994	1.741463268	30.44756184493	3.64997259984006	28.0645506448304	23.0746991648465	6.49470436070596	0	0	0	0	0	3.63747703809028	0	0.118203338983887	0	0	0.504889846866046	0.494432378222244	96.4864912173153
HB01	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	granite	h-P	3b granite	granodiorite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				70.51389	0.4932133	15.83693	2.799526	0.039540304	1.2881815	1.3849512	5.029943	2.407796	0.2060258														205.6517	108.49868	26.85695	186.25604	16.186599		682.8239	33.7025	66.60775	7.883639	29.82489	6.613008	1.0864351	5.667861	0.8376393	5.362254	0.9859837	2.538157	0.3053386	2.0698271		5.721614			15.102539												0	97.22014482	26.42732158	20.39403212	5.520465834	34.8540217	0.486220888	0.468552635	4.867649787	0	4.406073358	-0.2238668	97.2004711	899.2202067	41755.06583	2956.813734		1.683762103	1.328173179	2.089023738	32.9586104828156	4.40640855919452	29.7255229520425	20.3740985262737	5.52500135716731	0	0	0	0	0	3.20902604990198	0	0.0845854932122869	0	0	0.448893162812089	0.487998240265459	97.2201448236854
BB204	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	granite	h-P	3b granite	granodiorite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				70.56377	0.5912214	14.99205	3.681473	0.046430999	1.408407	1.4919828	4.502775	2.494892	0.226996														212.078	97.29956	35.15272	214.40002	18.154124		375.06028	42.8026	84.83579	9.621267	38.54549	8.270373	1.1369512	7.974498	1.2191524	7.28142	1.2619893	3.777549	0.5655217	3.7642507		6.141815			16.60365												0	96.33943838	22.96955536	21.13173524	5.914046477	36.24624542	0.53571056	0.56166033	5.364277124	0	3.842407694	-0.247113005	96.3185252	990.7467416	37378.88611	3544.372293		1.66980361	1.282347007	1.804797562	34.170063134186	3.84448019861803	26.6101110112745	21.1110805983614	5.91900227718805	0	0	0	0	0	3.50852325690464	0	0.0993262204244612	0	0	0.539182868832378	0.53766881889209	96.3394383846815
MP01	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	granite	h-P	3a granite	granite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				70.68482	0.470401	15.57771	2.547373	0.055526174	0.9690889	1.2592917	5.61862	2.62335	0.1938178														263.9894	100.66293	33.57252	174.56706	14.396934		528.26946	32.09891	67.03107	7.250776	27.75153	6.196814	1.1091311	6.078937	0.8091479	6.321422	1.2943877	3.488553	0.5583588	3.3824517		4.994052			14.647085												0	97.47183059	30.63291359	22.2197745	4.977122932	31.75022068	0.457410008	0.44688095	3.789416806	0	3.354789889	-0.17590378	97.45262557	845.9371699	46641.85021	2820.053995		1.498217148	1.22783051	2.141772924	30.3333307181631	3.35461615174929	33.2044354714964	22.1980563838881	4.98133656015717	0	0	0	0	0	2.41412528030472	0	0.11878282003045	0	0	0.408065156085872	0.459082043764046	97.4718305856391
BB05	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	granite	h-P	3b granite	granite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				71.42954	0.5793176	14.28317	3.386442	0.028387612	1.1680977	1.2616716	5.284301	2.354069	0.2249981														244.6769	89.43197	47.59941	307.8052	17.515243		346.8029	47.7947	93.52124	11.015233	42.32778	8.944119	0.9144781	9.138733	1.3809605	8.729539	1.7445057	5.788011	0.8576531	5.3736242		8.611784			21.751402												0	96.63417777	28.17125963	19.93896443	4.784783576	35.425583	0.530995516	0.55035172	4.484489521	0	2.936204193	-0.209078974	96.61355261	982.0267073	43866.56789	3473.009012		1.488974153	1.2016158	2.244751959	33.71014253322	2.93527986648595	31.2287059040234	19.9194756298485	4.78943100756094	0	0	0	0	0	2.90988183585201	0	0.060727407713887	0	0	0.547597049056208	0.532936539322122	96.634177773083
CB01	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	granite	h-P	3b granite	granite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				71.63042	0.5221924	14.47667	3.28208	0.041492029	1.1961848	1.396561	4.721995	2.535062	0.1973401														212.7372	90.74651	35.15846	202.21618	16.59092		417.976	36.20783	68.61906	7.97024	31.85263	7.131322	0.9264193	7.067388	0.901401	6.470224	1.158361	3.408155	0.4712342	3.3916633		5.844636			16.325043												0	96.73728754	24.7996302	21.47197514	5.634917457	36.35992408	0.465722636	0.49608278	4.574259288	0	3.126411936	-0.21100619	96.71791733	861.3106005	39198.69709	3130.543438		1.559698869	1.224659003	1.862674365	34.6013795616193	3.12821171710991	27.9056384440002	21.4509879400965	5.63934709923237	0	0	0	0	0	2.97985041991116	0	0.0887606665174732	0	0	0.475686634117619	0.467425058093742	96.7372875406983
BB08	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	ad	granite	h-P	4 granodiorite	granodiorite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				72.23855	0.5255037	14.62045	3.281297	0.059314283	1.2487218	1.8543518	3.258123	2.731579	0.1821053														219.8573	91.93434	41.07707	243.9733	19.792312		182.27706	47.64785	88.21809	11.651506	39.42888	8.406061	0.9552065	9.021814	1.2843752	7.625344	1.437846	4.104093	0.7138281	4.2992369		7.18888			19.832694												0	96.73760308	16.00240197	23.13647413	8.005305108	40.40824733	0.429768508	0.499228515	4.799964284	0	3.657141307	-0.219832269	96.71869888	794.8167924	27046.65646	3150.394682		1.822900104	1.283387689	1.192761769	38.566789475949	3.66441921774913	19.2545740611926	23.1138600106904	8.01008227386592	0	0	0	0	0	3.110726854314	0	0.126886426621509	0	0	0.458925261818245	0.431339501863424	96.7376030840643
OLD01	OROGENIC BELT	////////Peninsula//////	Cape Peninsula	brown4	Mafic S-types	1- CPG & MPG	gr	granite	m-P	3b granite	granite	//////////	//////	Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009)	16	1.28	1.6				72.53175	0.4106349	14.34849	2.812612	0.034047621	0.9523017	1.2896826	4.854365	2.575238	0.190873														225.9309	80.4279	31.84997	174.89121	13.637902		396.00915	29.50774	60.15632	7.05726	26.48606	5.406198	0.9302856	5.681433	0.9358559	6.107342	1.0981661	3.146817	0.4591648	3.019423		5.193276			13.794015												0	97.2063342	26.21711888	21.81226586	5.14714199	36.73090418	0.45046028	0.390103155	3.640643157	0	2.967964063	-0.169218746	97.18738282	833.0842958	40297.54017	2461.756226		1.511786087	1.212272486	1.885016065	35.3369155062338	2.96949962528222	28.6879072436987	21.790946052159	5.15135197013145	0	0	0	0	0	2.37230620270974	0	0.072835424203871	0	0	0.37246526571122	0.452106911436281	97.2063342015662
Contreberg10	OROGENIC BELT	//////////////	Contreberg	brown4	Mafic S-types	1- CPG & MPG	gr	granite	m-P	3b granite	granodiorite	Gary_s_DB//////////	//////	Scheepers, 1990 (PhD)	16	1.28	1.6				73.02	0.47	13.47	3.04	0.04	1.17	1.62	4.97	2.07	0.13																																																		0	96.97600953	26.357735	17.5329	7.184064	38.837924	0.3068	0.4465	4.445495	0	2.050812	-0.20223	96.96	567.398	41257.461	2817.65		1.533279374	1.148276147	2.400966184	37.1172197552661	2.05065144827251	29.371276984978	17.5157629422869	7.18783540266486	0	0	0	0	0	2.91462071019132	0	0.0855688850670313	0	0	0.425151910523664	0.307921489612027	96.9760095288624
Contreberg11	OROGENIC BELT	//////////////	Contreberg	brown4	Mafic S-types	1- CPG & MPG	gr	granite	m-P	3b granite	granodiorite	Gary_s_DB//////////	//////	Scheepers, 1990 (PhD)	16	1.28	1.6				72.39	0.39	14.07	2.67	0.06	0.98	1.85	5.16	2.31	0.13																																																		0	97.35614341	27.938195	19.5657	8.324864	35.591224	0.3068	0.3705	3.783915	0	1.631012	-0.17221	97.34	567.398	42834.708	2338.05		1.49910853	1.103589368	2.233766234	34.1543874205785	1.63197071172032	30.4941225840013	19.5465760370448	8.32891578142977	0	0	0	0	0	2.44130623588675	0	0.128353327600547	0	0	0.322589820333796	0.307921489612027	97.3561434082078
Contreberg12	OROGENIC BELT	//////////////	Contreberg	brown4	Mafic S-types	1- CPG & MPG	gr	granite	m-P	3b granite	granodiorite	Gary_s_DB//////////	//////	Scheepers, 1990 (PhD)	16	1.28	1.6				72.63	0.41	13.85	2.81	0.07	0.95	1.79	4.96	2.4	0.13																																																		0	97.20629932	26.800705	20.328	8.027264	36.201824	0.3068	0.3895	3.717485	0	1.587712	-0.16929	97.19	567.398	41174.448	2457.95		1.486506573	1.101673552	2.066666667	34.8096757394143	1.58949566552285	29.3121798481873	20.308130947579	8.03124263914327	0	0	0	0	0	2.36657237152287	0	0.149745548867305	0	0	0.331335069610614	0.307921489612027	97.2062993194596
Contreberg13	OROGENIC BELT	//////////////	Contreberg	brown4	Mafic S-types	1- CPG & MPG	gr	granite	m-P	3b granite	granodiorite	Gary_s_DB//////////	//////	Scheepers, 1990 (PhD)	16	1.28	1.6				72.41	0.36	14.15	2.71	0.06	0.9	1.82	5.06	2.4	0.13																																																		0	97.30611864	27.54858	20.328	8.176064	35.534624	0.3068	0.342	3.48786	0	1.725112	-0.15904	97.29	567.398	42004.578	2158.2		1.501263912	1.111148298	2.108333333	34.2171853643424	1.72670448113464	29.9031512160943	20.308130947579	8.18007921028652	0	0	0	0	0	2.2420159309164	0	0.128353327600547	0	0	0.29257667314792	0.307921489612027	97.3061186407137
Contreberg14	OROGENIC BELT	//////////////	Contreberg	brown4	Mafic S-types	1- CPG & MPG	gr	granite	m-P	3b granite	granodiorite	Gary_s_DB//////////	//////	Scheepers, 1990 (PhD)	16	1.28	1.6				72.71	0.39	14.09	2.63	0.06	0.84	1.79	5	2.34	0.15																																																		0	97.38718847	27.314595	19.8198	7.89632	36.53432	0.354	0.3705	3.300915	0	1.93156	-0.15201	97.37	654.69	41506.5	2338.05		1.521312525	1.125725326	2.136752137	35.3060396223007	1.93279237345042	29.5485683953501	19.8004276738895	7.90057503313241	0	0	0	0	0	2.09254820218864	0	0.128353327600547	0	0	0.322589820333796	0.355294026475416	97.3871884747215
Contreberg15	OROGENIC BELT	//////////////	Contreberg	brown4	Mafic S-types	1- CPG & MPG	gr	granite	m-P	3b granite	granodiorite	Gary_s_DB//////////	//////	Scheepers, 1990 (PhD)	16	1.28	1.6				72.6	0.39	14.13	2.74	0.06	0.97	1.69	4.98	2.3	0.13																																																		0	97.2661582	26.897395	19.481	7.531264	36.891224	0.3068	0.3705	3.749415	0	2.193112	-0.17071	97.25	567.398	41340.474	2338.05		1.540174218	1.153742612	2.165217391	35.4692643737499	2.19418056023273	29.4303741217687	19.4619588247632	7.53512073533244	0	0	0	0	0	2.41639494776545	0	0.128353327600547	0	0	0.322589820333796	0.307921489612027	97.2661582011588
Contreberg16	OROGENIC BELT	//////////////	Contreberg	brown4	Mafic S-types	1- CPG & MPG	gr	granite	m-P	3b granite	granodiorite	Gary_s_DB//////////	//////	Scheepers, 1990 (PhD)	16	1.28	1.6				72.54	0.37	14.12	2.65	0.07	0.91	1.81	5.04	2.35	0.14																																																		0	97.36678424	27.388685	19.9045	8.060992	36.081872	0.3304	0.3515	3.552745	0	1.841436	-0.16213	97.35	611.044	41838.552	2218.15		1.514779609	1.119525339	2.144680851	34.7493164947994	1.84273463200441	29.7849569425129	19.8850448861711	8.06513321690001	0	0	0	0	0	2.26692721903769	0	0.149745548867305	0	0	0.291317540029446	0.331607758043722	97.366784238366
